Titulo;Subtitulo;Autores;Editorial;Fecha_Publicacion;ISBN_13;ISBN_10;Paginas;Categorias;Tipo;Lenguaje;Imagen;Rating;Opiniones;Precio_Lista;Moneda_Lista;Precio_Venta;Moneda_Venta
Popular Science;;;;1916-11;;;158;;MAGAZINE;en;http://books.google.com/books/content?id=1igDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Popular Science;;;;1917-10;;;278;;MAGAZINE;en;http://books.google.com/books/content?id=RCkDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Popular Science;;;;1918-09;;;238;;MAGAZINE;en;http://books.google.com/books/content?id=yiQDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Popular Science;;;;1914-02;;;102;;MAGAZINE;en;http://books.google.com/books/content?id=3SQDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Popular Science;;;;1914-01;;;102;;MAGAZINE;en;http://books.google.com/books/content?id=2yQDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Popular Science;;;;2005-04;;;124;;MAGAZINE;en;http://books.google.com/books/content?id=yhseN3aGFMMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;5;1;;;;
Popular Science;;;;1929-11;;;168;;MAGAZINE;en;http://books.google.com/books/content?id=FSgDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Science Fiction;;Adam Roberts;Routledge;2005-12-21;9780203019368;0203019369;160;Literary Criticism;BOOK;en;http://books.google.com/books/content?id=u3AYzZkxBwoC&printsec=frontcover&img=1&zoom=1&source=gbs_api;1;1;;;;
Interpretive Social Science;An Anti-Naturalist Approach;Mark Bevir|Jason Blakely;Oxford University Press;2018-12-20;9780192569370;0192569376;224;Social Science;BOOK;en;http://books.google.com/books/content?id=J4-ADwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;1105.05;ARS;773.54;ARS
Popular Science;;;;1914-09;;;102;;MAGAZINE;en;http://books.google.com/books/content?id=PiUDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Competition Science Vision;;;;1998-09;;;152;;MAGAZINE;en;http://books.google.com/books/content?id=M-gDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;5;1;;;;
Popular Science;;;;1913-11;;;104;;MAGAZINE;en;http://books.google.com/books/content?id=3yQDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Popular Science;;;;2004-01;;;112;;MAGAZINE;en;http://books.google.com/books/content?id=bAAAAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Popular Science;;;;2003-07;;;118;;MAGAZINE;en;http://books.google.com/books/content?id=OmXCDm-E6QIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Popular Science;;;;2001-04;;;88;;MAGAZINE;en;http://books.google.com/books/content?id=KY48L3hGrvcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Science and the Endangered Species Act;;National Research Council|Commission on Life Sciences|Board on Environmental Studies and Toxicology|Committee on Scientific Issues in the Endangered Species Act;National Academies Press;1995-11-13;9780309090179;0309090172;288;Science;BOOK;en;http://books.google.com/books/content?id=w2KgQJaMDKQC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Popular Science;;;;1911-10;;;102;;MAGAZINE;en;http://books.google.com/books/content?id=FCADAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Popular Science;;;;2003-04;;;118;;MAGAZINE;en;http://books.google.com/books/content?id=XQAAAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Popular Science;;;;2002-11;;;162;;MAGAZINE;en;http://books.google.com/books/content?id=VgAAAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Popular Science;;;;2007-07;;;112;;MAGAZINE;en;http://books.google.com/books/content?id=o1xI5xKNBxgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;3;2;;;;
Popular Science;;;;2000-02;;;94;;MAGAZINE;en;http://books.google.com/books/content?id=D2zyNlMu7kkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;5;1;;;;
Popular Science;;;;2001-06;;;84;;MAGAZINE;en;http://books.google.com/books/content?id=iXmscaJ-c3QC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Popular Science;;;;2003-08;;;104;;MAGAZINE;en;http://books.google.com/books/content?id=HLoDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Popular Science;;;;1985-10;;;148;;MAGAZINE;en;http://books.google.com/books/content?id=oQAAAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Popular Science;;;;2006-04;;;116;;MAGAZINE;en;http://books.google.com/books/content?id=MY3SEwT-K0oC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Popular Science;;;;2008-05;;;116;;MAGAZINE;en;http://books.google.com/books/content?id=IzwEAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;4;2;;;;
Popular Science;;;;2006-11;;;148;;MAGAZINE;en;http://books.google.com/books/content?id=8F6_7FQYJwEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Reparar a los vivos;;Maylis de Kerangal;Anagrama;2014-02-10;9788433935632;8433935631;256;Fiction;BOOK;es;http://books.google.com/books/content?id=WxlzBgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Popular Science;;;;2000-07;;;92;;MAGAZINE;en;http://books.google.com/books/content?id=rKWgteMQmSsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Vías anatómicas. Meridianos miofasciales para terapeutas manuales y del movimiento;;Thomas W. Myers;Elsevier España;2014-12-24;9788490228128;8490228124;344;Medical;BOOK;es;http://books.google.com/books/content?id=X2OGBwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Popular Science;;;;1927-12;;;178;;MAGAZINE;en;http://books.google.com/books/content?id=CSkDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Popular Science;;;;1926-07;;;130;;MAGAZINE;en;http://books.google.com/books/content?id=hSkDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Popular Science;;;;1921-10;;;110;;MAGAZINE;en;http://books.google.com/books/content?id=ISoDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
La nueva mente del emperador;;Roger Penrose;DEBOLS!LLO;2015-07-02;9788466330831;8466330836;696;Science;BOOK;es;http://books.google.com/books/content?id=sLz3CQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;314.99;ARS;314.99;ARS
Popular Science;;;;1926-02;;;162;;MAGAZINE;en;http://books.google.com/books/content?id=4SgDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;4;1;;;;
Popular Science;;;;1997-12;;;142;;MAGAZINE;en;http://books.google.com/books/content?id=2Jq4pj0woMMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Popular Science;;;;1971-04;;;164;;MAGAZINE;en;http://books.google.com/books/content?id=kwAAAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;4;1;;;;
Popular Science;;;;2003-03;;;124;;MAGAZINE;en;http://books.google.com/books/content?id=WgAAAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Popular Science;;;;2008-11;;;120;;MAGAZINE;en;http://books.google.com/books/content?id=5jsEAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Popular Science;;;;1923-06;;;122;;MAGAZINE;en;http://books.google.com/books/content?id=ZyoDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Popular Science;;;;2004-10;;;134;;MAGAZINE;en;http://books.google.com/books/content?id=hAAAAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;5;1;;;;
A Realist Theory of Science;;;Taylor & Francis;;;;0;;BOOK;en;http://books.google.com/books/content?id=2r4RSMRfmDsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Popular Science;;;;1923-10;;;124;;MAGAZINE;en;http://books.google.com/books/content?id=2SkDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;5;1;;;;
Principios de una ciencia nueva;En torno a la naturaleza común de las naciones;Giambattista Vico;Fondo de Cultura Economica;2012-02-02;9786071609120;6071609127;312;Social Science;BOOK;es;http://books.google.com/books/content?id=D5f3e_m8wSgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;376.78;ARS;263.75;ARS
Popular Science;;;;1927-10;;;184;;MAGAZINE;en;http://books.google.com/books/content?id=UikDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Popular Science;;;;1925-06;;;138;;MAGAZINE;en;http://books.google.com/books/content?id=pikDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
El cuento del antepasado;;Richard Dawkins;Antoni Bosch editor;2008-09;9788495348289;8495348284;880;Science;BOOK;es;http://books.google.com/books/content?id=ooaSZRE7wRAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;5;1;;;;
Popular Science;;;;1938-07;;;106;;MAGAZINE;en;http://books.google.com/books/content?id=rSgDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Popular Science;;;;1935-12;;;128;;MAGAZINE;en;http://books.google.com/books/content?id=yyUDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Popular Science;;;;1926-08;;;122;;MAGAZINE;en;http://books.google.com/books/content?id=hykDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Popular Science;;;;1913-07;;;102;;MAGAZINE;en;http://books.google.com/books/content?id=_iQDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Popular Science;;;;1927-03;;;172;;MAGAZINE;en;http://books.google.com/books/content?id=pycDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
The Science and Engineering of Materials;;Donald R. Askeland|Pradeep P. Fulay|Wendelin J. Wright;Cengage Learning;2010-06-21;9781133168386;1133168388;896;Technology & Engineering;BOOK;en;http://books.google.com/books/content?id=wUYIAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Popular Science;;;;1952-11;;;290;;MAGAZINE;en;http://books.google.com/books/content?id=fSEDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Charles Darwin;El poder del lugar;Janet Browne;Publicacions de la Universitat de València;2009;9788437073125;843707312X;716;Science;BOOK;es;http://books.google.com/books/content?id=0LStcQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Myra Breckinridge;;Gore Vidal;;2006;9788497939331;8497939336;257;Fiction;BOOK;en;http://books.google.com/books/content?id=kaM9PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Popular Science;;;;1950-04;;;296;;MAGAZINE;en;http://books.google.com/books/content?id=DC0DAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Popular Science;;;;1958-08;;;224;;MAGAZINE;en;http://books.google.com/books/content?id=ai0DAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Popular Science;;;;1959-12;;;228;;MAGAZINE;en;http://books.google.com/books/content?id=wyoDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;5;2;;;;
Popular Science;;;;1951-11;;;298;;MAGAZINE;en;http://books.google.com/books/content?id=diEDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Popular Science;;;;1955-03;;;298;;MAGAZINE;en;http://books.google.com/books/content?id=XCYDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Popular Science;;;;1957-06;;;252;;MAGAZINE;en;http://books.google.com/books/content?id=OCEDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Popular Science;;;;1956-07;;;248;;MAGAZINE;en;http://books.google.com/books/content?id=8SkDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Popular Science;;;;1958-12;;;240;;MAGAZINE;en;http://books.google.com/books/content?id=MSwDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Popular Science;;;;1952-04;;;292;;MAGAZINE;en;http://books.google.com/books/content?id=oiEDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;5;1;;;;
Popular Science;;;;1958-04;;;262;;MAGAZINE;en;http://books.google.com/books/content?id=vSUDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Popular Science;;;;1956-11;;;282;;MAGAZINE;en;http://books.google.com/books/content?id=8CkDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Popular Science;;;;1975-08;;;132;;MAGAZINE;en;http://books.google.com/books/content?id=AQEAAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Popular Science;;;;1951-09;;;268;;MAGAZINE;en;http://books.google.com/books/content?id=YyEDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
A Social History of Truth;Civility and Science in Seventeenth-Century England;Steven Shapin;University of Chicago Press;2011-11-18;9780226148847;022614884X;512;Social Science;BOOK;en;http://books.google.com/books/content?id=J-aEDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;1612.25;ARS;1128.58;ARS
Autobiografía y cartas escogidas;;Charles Darwin;;1977;9788420619804;8420619809;0;;BOOK;en;;;;;;;
Habladles de batallas, de reyes y elefantes;;Mathias Énard;LITERATURA RANDOM HOUSE;2011-05-06;9788439724681;8439724683;192;Fiction;BOOK;es;http://books.google.com/books/content?id=ZuKcrIbQ0Y0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;314.99;ARS;314.99;ARS
Research;The Pathfinder of Science and Industry;Thomas Alvin Boyd;;1935;;;317;Research;BOOK;en;http://books.google.com/books/content?id=J6sAAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Harcourt Science, Grade 2;Teaching Resources;Harcourt School Publishers|Harcourt School Publishers Staff;Hmh School;1999-04-15;9780153147555;0153147555;120;Science;BOOK;es;http://books.google.com/books/content?id=beb1Ff6-4NUC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Bodies of Evidence;Forensic Science and Crime;Scott Christianson;Globe Pequot;2006;9781592285808;1592285805;192;Science;BOOK;en;http://books.google.com/books/content?id=AEEdvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Science and Sanity;An Introduction to Non-Aristotelian Systems and General Semantics;Alfred Korzybski;;1948;;;806;General semantics;BOOK;en;http://books.google.com/books/content?id=YeIJAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;5;3;;;;
Institutional Theory in Political Science;2nd Edition;B. Guy Peters;A&C Black;2005-10-20;9780826473042;0826473040;195;Social Science;BOOK;en;http://books.google.com/books/content?id=HXV2esV-PUkC&printsec=frontcover&img=1&zoom=1&source=gbs_api;5;1;;;;
Proceedings of the Missouri Academy of Science;;Missouri Academy of Science;;1938;;;0;Science;BOOK;en;http://books.google.com/books/content?id=r0rPAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
El hombre que sólo amaba los números;la historia de Paul Erdós y la búsqueda de la verdad matemática;;Ediciones Granica S.A.;2000;9788475778310;8475778313;296;;BOOK;es;http://books.google.com/books/content?id=EqaYIgOE814C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;3.5;4;;;;
What's Next?;Dispatches on the Future of Science : Original Essays from a New Generation of Scientists;Max Brockman;Vintage;2009;9780307389312;0307389316;237;Science;BOOK;en;http://books.google.com/books/content?id=e9aODQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
La Idea Más Maravillosa / the Most Magnificent Thing;;Ashley Spires;Beascoa;2018-01-30;9788448848804;8448848802;32;Juvenile Fiction;BOOK;es;http://books.google.com/books/content?id=pSOgtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
La teoría perfecta;;Pedro G. Ferreira;Anagrama;2014-02-10;9788433935694;8433935690;468;Fiction;BOOK;es;http://books.google.com/books/content?id=N1yBBgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Tres días de camino;;Joseph Boyden;;2010-01;9788423342143;842334214X;472;Literary Criticism;BOOK;es;http://books.google.com/books/content?id=Q9nuSAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Conducting Research;Social and Behavioral Science Methods;Lawrence T. Orcher;Pyrczak Publishing;2014-01-01;9781936523191;1936523191;298;Social sciences;BOOK;en;http://books.google.com/books/content?id=__U7ngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Science;;John Michels (Journalist);;1920;;;0;Science;BOOK;en;http://books.google.com/books/content?id=vhhvHU-b3eIC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Medicina Interna de grandes animales;;B.P. Smith;Elsevier España;2010-05-24;9788480862158;8480862157;1868;Medical;BOOK;es;http://books.google.com/books/content?id=v3IlG05vx4UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;1;1;;;;
Popular science;;;Gurjar Granthratna Karyalay;19??;;;127;;BOOK;en;http://books.google.com/books/content?id=6wI4uQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
¿Por Qué Las Cebras No Tienen úlcera?;La Guía Del Estrés;Robert M. Sapolsky;Alianza Editorial Sa;1995;9788420607566;8420607568;488;Psychology;BOOK;es;;;;;;;
The Popes and Science;;James Joseph Walsh;;1915;;;527;Popes;BOOK;en;http://books.google.com/books/content?id=FltHAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
NOS4A2;;Joe Hill;;2014;9788483655733;848365573X;600;Juvenile Nonfiction;BOOK;es;http://books.google.com/books/content?id=rXPyoAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Down to Earth;Science and Environment Fortnightly;;;2008;;;0;Environmental policy;BOOK;en;http://books.google.com/books/content?id=HeoJAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Transactions, 15th World Congress of Soil Science;Acapulco, Mexico, July 10-16, 1994;Jorge D. Etchevers B.|International Society of Soil Science|Sociedad Mexicana de la Ciencia del Suelo;;1994;;;0;Technology & Engineering;BOOK;es;http://books.google.com/books/content?id=KfpGAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Tono-Bungay (Los mejores clásicos);;H.G. Wells;PENGUIN CLÁSICOS;2016-09-22;9788491052982;8491052984;512;Fiction;BOOK;es;http://books.google.com/books/content?id=KKahDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;244.99;ARS;244.99;ARS
Women's Studies Encyclopedia;Views from the Sciences;Helen Tierney;New York : Greenwood Press;1989;9780313267253;0313267251;433;Social Science;BOOK;en;http://books.google.com/books/content?id=lS_aAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Sustainability Science;An Introduction;Harald Heinrichs|Pim Martens|Gerd Michelsen|Arnim Wiek;Springer;2019-03-27;9789402413229;9402413227;367;Science;BOOK;en;http://books.google.com/books/content?id=lqzxvwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Science and Civilisation in China: Volume 5, Chemistry and Chemical Technology, Part 4, Spagyrical Discovery and Invention: Apparatus, Theories and Gifts;;Joseph Needham|Ho Ping-Yu|Lu Gwei-Djen|Nathan Sivin;Cambridge University Press;1980-09-25;9780521085731;052108573X;804;Technology & Engineering;BOOK;en;http://books.google.com/books/content?id=EAnttAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Narrative Methods for the Human Sciences;;Catherine Kohler Riessman;SAGE;2008;9780761929987;0761929983;251;Social Science;BOOK;en;http://books.google.com/books/content?id=Y2M5DQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Encyclopedia of Library and Information Science;Volume 32 - United Kingdom: National Film Archive to Wellcome Institute for the History of Medicine;Allen Kent|Harold Lancour|Jay E. Daily;CRC Press;1981-10;;;488;Language Arts & Disciplines;BOOK;en;http://books.google.com/books/content?id=H9Tls1KfgkkC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
