Titulo;Subtitulo;Autores;Editorial;Fecha_Publicacion;ISBN_13;ISBN_10;Paginas;Categorias;Tipo;Lenguaje;Imagen;Rating;Opiniones;Precio_Lista;Moneda_Lista;Precio_Venta;Moneda_Venta
Global and National Soils and Terrain Digital Databases (SOTER);Procedures Manual;;Food & Agriculture Org.;1993;9789251034293;925103429X;122;Landforms;BOOK;en;http://books.google.com/books/content?id=Q4zk4Efcai8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Information Organization and Databases;foundations of data organization ; [proceedings];Katsumi Tanaka|Shahram Ghandeharizadeh|Yahiko Kambayashi;Springer Science & Business Media;2000-12-31;9780792379546;0792379543;388;Computers;BOOK;en;http://books.google.com/books/content?id=ZaEOesNag24C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
National War Permanent Tribute Historical Database Act;report (to accompany H.R. 2748) (including cost estimate of the Congressional Budget Office).;United States. Congress. House. Committee on Resources;;2002;;;0;History;BOOK;en;http://books.google.com/books/content?id=FCVOtVht_psC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Epidemiologia Clinica;;Robert H. Fletcher|Suzanne W. Fletcher;Lww;2008-03-01;9788496921009;849692100X;286;Medical;BOOK;es;http://books.google.com/books/content?id=ulQrPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Gale Directory of Databases;Cdrom, Diskette, Magnetic Tape, Handheld and Batch Access Database Products;Gale Group|Thomson Gale;Gale Cengage;1999-01-01;9780787623074;0787623075;0;;BOOK;en;http://books.google.com/books/content?id=Bb3jAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Strategic Database Marketing;;Rob Jackson|Paul Wang|Lisa Petrison;McGraw Hill Professional;1994;9780844232324;0844232327;262;Business & Economics;BOOK;en;http://books.google.com/books/content?id=okYPscxh0zkC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Access Database Design & Programming;;Steven PhD;O'Reilly Media;2007-09-27;9780596002732;0596002734;400;Computers;BOOK;en;http://books.google.com/books/content?id=05vHQL0plz8C&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Object-Oriented Database Design;Concepts and Application;Ken S. Brathwaite;Academic Press;1993;;;323;Computers;BOOK;en;http://books.google.com/books/content?id=UshQAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
INIS, database manual;;International Atomic Energy Agency;;1997-01;9789201032973;9201032978;42;Computers;BOOK;en;http://books.google.com/books/content?id=tftTAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Database security;finding out when your information has been compromised : hearing before the Subcommittee on Terrorism, Technology, and Homeland Security of the Committee on the Judiciary, United States Senate, One Hundred Eighth Congress, first session, November 4, 2003;United States. Congress. Senate. Committee on the Judiciary. Subcommittee on Terrorism, Technology, and Homeland Security;Government Printing Office;2004;;;52;Law;BOOK;en;http://books.google.com/books/content?id=7EQ2AAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Luna de Lobos / Wolf Moon;;Ian McDonald;Nova Science Publishers;2017-08-31;9788466660907;8466660909;396;Fiction;BOOK;es;http://books.google.com/books/content?id=P6njAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
CAD*I database;an approach to an engineering database version 4.0;Michel Raflik|Bernd Pätzold|G. Feldmeier;Not Avail;1990-11;9783540533832;3540533834;144;Computers;BOOK;en;http://books.google.com/books/content?id=Tu9TAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Database System Concepts;;Abraham Silberschatz|Henry F. Korth|S. Sudarshan;;2006;9780071244763;007124476X;1142;Database design;BOOK;en;http://books.google.com/books/content?id=oNVDPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;3.5;2;;;;
Concepts of Database Management;;Philip J. Pratt|Joseph J. Adamski;Course Technology Ptr;2002;9780619064624;0619064625;396;Computers;BOOK;en;http://books.google.com/books/content?id=1hA2mpHiS7IC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Advances in Database Technology - EDBT 2000;7th International Conference on Extending Database Technology Konstanz, Germany, March 27-31, 2000 Proceedings;Carlo Zaniolo|Peter C. Lockemann|Marc H. Scholl|Torsten Grust;Springer;2000-04-13;;;540;Database management;BOOK;en;http://books.google.com/books/content?id=YdlQAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Advanced Database Query Systems: Techniques, Applications and Technologies;Techniques, Applications and Technologies;Yan, Li;IGI Global;2011-03-31;9781609604769;1609604768;410;Computers;BOOK;en;http://books.google.com/books/content?id=aRUj7N7EkIoC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Computer Literature Searching;Research Strategies and Databases;Charles L. Gilreath;Boulder, Colo. : Westview Press;1984;;;177;Language Arts & Disciplines;BOOK;en;http://books.google.com/books/content?id=mOewAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
An Integrated Database Architecture for Systems Studies in Underwater Acoustics;;D. J. Kewley;;1988;;;17;Database design;BOOK;en;http://books.google.com/books/content?id=V6ERAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Database publishing on the Web and intranets;;Curt Lang|Jeff Chow;Coriolis Group;1996;9781883577858;1883577853;510;Computers;BOOK;en;http://books.google.com/books/content?id=4-2z8P1ta4UC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Database of Periodicals;;Gay and Lesbian Historical Society of Northern California;;1990;;;204;Homosexuality, Male;BOOK;en;http://books.google.com/books/content?id=HPAiAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
The OECD STAN database for industrial analysis;;;Organization for Economic;1994-06;;;240;Business & Economics;BOOK;en;http://books.google.com/books/content?id=TXn0AAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Advances in Spatial Databases;Third International Symposium, SSD '93, Singapore, June 23-25, 1993. Proceedings;David Abel|Beng Chin Ooi;Springer;1993-06-07;9783540568698;3540568697;537;Computers;BOOK;en;http://books.google.com/books/content?id=5exIAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Development of SHRP asphalt research program climatic databases;;Mansour Solaimanian|Strategic Highway Research Program (U.S.);;1994;;;45;Technology & Engineering;BOOK;en;http://books.google.com/books/content?id=VdBQAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
7th International Conference on Database Systems for Advanced Applications (DAS-FAA 2001);;Dik Lun Lee;IEEE;2001;9780769509969;0769509967;362;Computers;BOOK;en;http://books.google.com/books/content?id=4LRQAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Databases for environmental analysis;provincial and territorial governments;Statistics Canada. National Accounts and Environment Division|Statistics Canada. System of National Accounts Branch|Canadian Council of Ministers of the Environment;;1994;9780660153995;0660153998;306;Computers;BOOK;en;http://books.google.com/books/content?id=dSBYAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Database Security ..., Status and Prospects;Results of the IFIP WG 11.3 Workshop on Database Security;Thomas F. Keefe|Carl E. Landwehr;North Holland;1994;9780444818331;0444818332;365;Database security;BOOK;en;http://books.google.com/books/content?id=a7ZaAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
MCSE Database Design on SQL Server 7 Exam Prep;;Brad Schulz|Greg Woody|Jose Amado-Blanco|Pam Barker;Coriolis Group;1999;9781576105191;1576105199;755;Computers;BOOK;en;http://books.google.com/books/content?id=7_k25t4eQvYC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Enterprise database in a client/server environment;;Michael M. Gorman;John Wiley & Sons Inc;1994-02;9780471521648;0471521647;375;Computers;BOOK;en;http://books.google.com/books/content?id=gHbpAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Database;;;;1994;;;0;Information storage and retrieval systems;BOOK;en;http://books.google.com/books/content?id=ikwPAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Engineering databases;survey of existing engineering database management systems, criteria for selecting a database, and some practical experiences in applying a database system : report of the CIAD Project Group on Engineering Databases;CIAD Project Group on Engineering Databases|Association for Computer Applications in Engineering (Netherlands)|International Federation of Associations of Computer Users in Engineering, Architecture, and Related Fields;Elsevier Science Ltd;1985-08-01;9780444424723;0444424725;177;Technology & Engineering;BOOK;en;http://books.google.com/books/content?id=H4RRAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Database application engineering with DAIDA;;Matthias Jarke;Springer;1993;9783540562917;3540562915;558;Computers;BOOK;en;http://books.google.com/books/content?id=JN1QAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Fundamentals of database systems;;Ramez Elmasri|Sham Navathe;Addison Wesley Publishing Company;1989;9780805301458;0805301453;802;Computers;BOOK;en;http://books.google.com/books/content?id=SHYVkhDIZtQC&printsec=frontcover&img=1&zoom=1&source=gbs_api;3.5;2;;;;
Database Management Systems;A Handbook for Managers and Their Advisors;Jae K. Shim;South-Western Pub;2003;;;318;Business & Economics;BOOK;en;http://books.google.com/books/content?id=IZYdAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Database in Japan;;;;1994;;;0;Database industry;BOOK;en;http://books.google.com/books/content?id=xWztAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Understanding Database Management Systems;;Rob Mattison;McGraw-Hill Companies;1998;9780070499997;0070499993;666;Computers;BOOK;en;http://books.google.com/books/content?id=R9pQAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Database Concepts;;David M. Kroenke|David J. Auer;Pearson Educacion;2012-07-01;9780133098228;0133098222;480;Database management;BOOK;en;http://books.google.com/books/content?id=2auUMgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Databases in Telecommunications;International Workshop, Co-located with VLDB-99 Edinburgh, Scotland, UK, September 6th, 1999, Proceedings;Willem Jonker;Springer Science & Business Media;2000-06-14;9783540676676;3540676678;206;Business & Economics;BOOK;en;http://books.google.com/books/content?id=O6Xv2ry4qe4C&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Database Modeling for Industrial Data Management;Emerging Technologies and Applications;Zongmin Ma;IGI Global;2006-01;9781591406846;1591406846;374;Business & Economics;BOOK;en;http://books.google.com/books/content?id=jVZennwCWIIC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Intelligent multimedia databases;from object orientation and fuzzy engineering to intentional database structures;Dimitris N. Chorafas;Prentice Hall;1994;;;361;Business & Economics;BOOK;en;http://books.google.com/books/content?id=ZZ9QAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Journal of Database Management;;;;1997;;;0;Database management;BOOK;en;http://books.google.com/books/content?id=2N4aAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Real-Time Database Systems;Architecture and Techniques;Kam-Yiu Lam|Tei-Wei Kuo;Springer Science & Business Media;2000-11-30;9780792372189;0792372182;289;Computers;BOOK;en;http://books.google.com/books/content?id=aiKP0tiu0WwC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Knowledge Discovery in Databases: PKDD 2004;8th European Conference on Principles and Practice of Knowledge Discovery in Databases, Pisa, Italy, September 20-24, 2004, Proceedings;Jean-Francois Boulicaut|Floriana Esposito|Fosca Giannotti|Dino Pedreschi;Springer;2004-09-10;9783540231080;3540231080;562;Computers;BOOK;en;http://books.google.com/books/content?id=Yt5QAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Accounting and Auditing Research and Databases;Practitioner's Desk Reference;Thomas R. Weirich|Natalie Tatiana Churyk|Thomas C. Pearson;John Wiley & Sons;2012-08-28;9781118420072;1118420071;272;Business & Economics;BOOK;en;http://books.google.com/books/content?id=Ev-QBLo8kucC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Data Structures, Files and Databases;;Carl Bamford|Paul Curran;Scholium International;1987;;;223;Computer storage;BOOK;en;http://books.google.com/books/content?id=YwslAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
1-2-3 database techniques;;Dick Andersen|Bill Weil;Que Pub;1989;9780880223461;0880223464;464;Business & Economics;BOOK;en;http://books.google.com/books/content?id=0akrpRUtU7cC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
INIS;manual for online retrieval from the INIS database on the Internet;International Nuclear Information System|International Atomic Energy Agency;Intl Atomic Energy Agency;2000;;;80;Computers;BOOK;en;http://books.google.com/books/content?id=tvtTAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Principles of Database Systems;;Jeffrey D. Ullman;Computer Science Press, Incorporated;1980;9780914894131;0914894137;379;Database management;BOOK;en;http://books.google.com/books/content?id=ahKzAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Practical database techniques;;Sayyed M. Deen;Trans-Atlantic Pubns;1990;9780273031086;0273031082;384;Computers;BOOK;en;http://books.google.com/books/content?id=0d9QAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
DB2 universal database and SAP R/3 version 4;;Diane Bullock|Jonathan Cook|Stephen Deedes-Vincke|Robert Harbus|Luke Nardone;Prentice Hall;1999;;;514;Computers;BOOK;en;http://books.google.com/books/content?id=bdNQAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;5;1;;;;
Turbo database toolbox;owner's handbook;Borland International;;1985;9780875240053;0875240054;146;Computers;BOOK;en;http://books.google.com/books/content?id=TNH7TJlt9eQC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Boardwalk Empire. El nacimiento, el esplendor y la corrupción de Atlantic City;;Nelson Johnson;SUMA INTERNACIONAL;2011-09-14;9788483652725;8483652722;450;Fiction;BOOK;es;http://books.google.com/books/content?id=hTmTvifEiN0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;279.99;ARS;279.99;ARS
Legal Databases Online;Lexis and Westlaw;John E. Kinsock;Littleton, Colo. : Libraries Unlimited;1985;;;104;Computers;BOOK;en;http://books.google.com/books/content?id=2mCQAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Economic and trade issues in the computerised database market;;Lydia Arossa;Organization for Economic;1993-03;;;213;Business & Economics;BOOK;en;http://books.google.com/books/content?id=Rw8ZAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Database Systems 99;proceedings of the 10th Australasian Database Conference, ADC'99, Auckland, New Zealand, 18-21 January 1999;John F. Roddick;Eureka Pubns;1999;9789814021555;9814021555;223;Computers;BOOK;en;http://books.google.com/books/content?id=0rxQAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Interpreting natural language database updates;;James Edward Davidson;;1983;;;210;Computers;BOOK;en;http://books.google.com/books/content?id=m7hEAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Databases Demystified;;Andrew Oppel;McGraw Hill Professional;2004-02-27;9780072253641;0072253649;360;Computers;BOOK;en;http://books.google.com/books/content?id=8TpWEIA9sEcC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Astrophysical applications of powerful new databases;joint discussion no. 16 of the 22nd General Assembly of the IAU, The Hague, Netherlands, 22-23 August 1994;International Astronomical Union. General Assembly;;1995;;;546;Science;BOOK;en;http://books.google.com/books/content?id=PGnvAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
New Electronic Pathways;Videotex, Teletext and Online Databases;Jerome Aumente;SAGE Publications, Incorporated;1987-06;;;159;Language Arts & Disciplines;BOOK;en;http://books.google.com/books/content?id=k5YnAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Advances in Databases and Information Systems;Second East European Symposium, ADBIS '98, Poznan, Poland, September 7-10, 1998, Proceedings;Witold Litwin|Tadeusz Morzy|Gottfried Vossen;Springer;1998-08-19;9783540649243;3540649247;378;Computers;BOOK;en;http://books.google.com/books/content?id=d-5IAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Proceedings of the Workshop on Programming with Logic Databases;in conjunction with ILPS, Vancouver, B.C., October 30, 1993;Raghu Ramakrishnan;;1993;;;169;Computers;BOOK;en;http://books.google.com/books/content?id=UKYZAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Non-serializability with wander-transactions in skeleton-databases;;Mads Nygård;;1988;9788259553164;8259553163;444;Computers;BOOK;en;http://books.google.com/books/content?id=6SLbAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Component Database Systems;;Klaus R. Dittrich|Andreas Geppert;Morgan Kaufmann Publishers;2000-10;9781493303595;1493303597;294;Computers;BOOK;en;http://books.google.com/books/content?id=Cx4RogEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Database Management for Microcomputers;;Jan L. Harrington;Holt Rinehart & Winston;1994;;;378;Computers;BOOK;en;http://books.google.com/books/content?id=MZEkAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Gale Directory of Databases;;;;2002;;;0;Databases;BOOK;en;http://books.google.com/books/content?id=fRUQAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Updated and enhanced database for macroeconomic analysis of transportation investments and economic performance;;National Research Council (U.S.). Transportation Research Board|National Cooperative Highway Research Program;;2000;;;5;Transportation;BOOK;en;http://books.google.com/books/content?id=RSVSAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
ICANN and the WHOIS database;providing access to protect consumers from phishing : hearing before the Subcommittee on Financial Institutions and Consumer Credit of the Committee on Financial Services, U.S. House of Representatives, One Hundred Ninth Congress, second session, July 18, 2006;United States. Congress. House. Committee on Financial Services. Subcommittee on Financial Institutions and Consumer Credit;Not Avail;2007;;;150;Law;BOOK;en;http://books.google.com/books/content?id=K2zIVpB4A_UC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
A 3-D Terrain Visualization Database for Highway Information Management;;;;1999;;;54;Highway communications;BOOK;en;http://books.google.com/books/content?id=dTUpAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
East/West Database Workshop;Proceedings of the Second International East/West Database Workshop, Klagenfurt, Austria, 25–28 September 1994;Johann Eder;Springer;1995-03-22;;;438;Computers;BOOK;en;http://books.google.com/books/content?id=QpgkAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Practical Application of Object-Oriented Techniques to Relational Databases;;Donald K. Burleson;*A Wiley-QED Publication;1994-03-16;;;250;Computers;BOOK;en;http://books.google.com/books/content?id=lYskAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Advances in Object-oriented Database Systems;2nd International Workshop on Object-oriented Database Systems, Bad Münster Am Stein-Ebernburg, FRG, September 27-30, 1988, Proceedings;Klaus R. Dittrich;Springer Verlag;1988;;;373;Computers;BOOK;en;http://books.google.com/books/content?id=aHBQAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Database search strategies & tips;reprints from the Best of ONLINE Database;;;1988;;;94;Computers;BOOK;en;http://books.google.com/books/content?id=qnbxAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Developing Databases for the Web & Intranets;;John Rodley;Coriolis Group;1997-01-01;;;425;Computers;BOOK;en;http://books.google.com/books/content?id=_s4YAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Dependencies in relational databases;;;;1991;;;0;;BOOK;en;http://books.google.com/books/content?id=-h-zAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Datacasting;How to Stream Databases Over the Internet;Jessica Keyes;McGraw-Hill Companies;1998;9780070346789;007034678X;555;Computers;BOOK;en;http://books.google.com/books/content?id=etRQAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Oracle Database 11g R2;Architecture & Internals;Sideris Courseware Corp;;2011;9781936930173;193693017X;258;Computers;BOOK;en;http://books.google.com/books/content?id=87aYuAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
The object database handbook;how to select, implement, and use object-oriented databases;Douglas K. Barry;John Wiley & Sons Inc;1996-05-07;;;340;Computers;BOOK;en;http://books.google.com/books/content?id=zc_aAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Women online;research in women's studies using online databases;Steven D. Atkinson|Judith Hudson;Routledge;1990;;;420;Social Science;BOOK;en;http://books.google.com/books/content?id=LNWzAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Active and Real-Time Database Systems (ARTDB-95);Proceedings of the First International Workshop on Active and Real-Time Database Systems, Skövde, Sweden, 9–11 June 1995;Mikael Berndtsson|Jörgen Hansson;Springer;1995-12-01;9783540199830;3540199837;266;Computers;BOOK;en;http://books.google.com/books/content?id=Fp1QAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Database law;;Christopher Rees|Simon Chalton;Jordans Pub;1998;;;241;Law;BOOK;en;http://books.google.com/books/content?id=to9QAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Database on the performance of structures near strong-motion recordings;1994 Northridge, California, earthquake;Christopher Rojahn|Applied Technology Council|Applied Technology Council (ATC).;;2000;;;260;Nature;BOOK;en;http://books.google.com/books/content?id=C4xTAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Distributed Database Management Systems;;Olin H. Bray;Lexington Books;1982;9780669033960;0669033960;163;Database management;BOOK;en;http://books.google.com/books/content?id=I6YZAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Query processing and data allocation in distributed database systems;;Petrus Maria Gerardus Apers;;1983;9789061962519;906196251X;193;Data base management;BOOK;en;http://books.google.com/books/content?id=P_LuAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Analysis and Comparison of Relational Database Systems;;Patrick Valduriez|Georges Gardarin;Addison-Wesley;1989;;;280;Computers;BOOK;en;http://books.google.com/books/content?id=VQInAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Database Support for Software Engineering;;Alan W. Brown;;1989;;;194;Software engineering;BOOK;en;http://books.google.com/books/content?id=yvomAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Computer graphics and database management, 1991;presented at the 1991 Pressure Vessels and Piping Conference, San Diego, California, June 23-27, 1991;James F. Cory|American Society of Mechanical Engineers. Pressure Vessels and Piping Division;Amer Society of Mechanical;1991-06-01;;;75;Technology & Engineering;BOOK;en;http://books.google.com/books/content?id=bahRAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
"FRED", Fossil Record Electronic Database using BASIS.;;James Ian Raine;;1992;;;0;Nature;BOOK;en;http://books.google.com/books/content?id=xphPAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
A Guide to the OCLC Database and the Special Collections Therein;;;;1984;;;0;;BOOK;en;http://books.google.com/books/content?id=wSsRMXgOI2UC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Web Database Development Step by Step;;Jim Buyens;;2000-01;;;490;Computers;BOOK;en;http://books.google.com/books/content?id=jPdQAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Martindale;guía completa de consulta farmacoterapéutica;Sean C. Sweetman;Pharmaceutical Press;2006-01-01;9788495993106;8495993104;2950;Medical;BOOK;pt;http://books.google.com/books/content?id=6duPPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Un matrimonio americano (AdN);;Tayari Jones;Alianza Editorial;2018-11-22;9788491812692;8491812695;384;Fiction;BOOK;es;http://books.google.com/books/content?id=GvJ9DwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Database Design and Construction;An Open Learning Course for Students and Information Managers;John Willitts;Unipub;1992;;;425;Database design;BOOK;en;;;;;;;
Database security, VII;status and prospects : results of the IFIP WG 11.3 Workshop on Data Base Security, Lake Guntersville, Alabama, U.S.A., 12-15 September, 1993;Thomas F. Keefe|Carl E. Landwehr|IFIP WG 11.3;North Holland;1994;;;365;Computers;BOOK;en;;;;;;;
El conejito andarín;;Margaret Wise Brown|Clement Hurd|Aída E. Marcuse;HarperCollins Publishers;1995-01-01;;;37;Family & Relationships;BOOK;en;;;;;;;
Marks Bioquimica medica basica / Mark's Basic Medical Biochemistry;Un Enfoque Clinico / a Clinical Approach;Michael Lieberman|Allan D. Marks|Alisa Peet;LWW;2013-03-22;9788415684152;8415684150;1024;Medical;BOOK;es;http://books.google.com/books/content?id=K4ezMQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Gale directory of databases;;Lisa Kumar;;1999;9780787623005;0787623008;0;Databases;BOOK;en;;;;;;;
Proceedings of the Fifth British National Conference on Databases (BNCOD 5);University of Kent at Canterbury, 14-16 July 1986;E. A. Oxborrow;;1986-08-21;;;199;Computers;BOOK;en;;;;;;;
World databases in humanities;;C. J. Armstrong;Bowker-Saur Ltd;1996;;;1060;Computers;BOOK;en;;;;;;;
Hanson guide to the Internet and Internet databases;;John Krol;;2000-04;9780787649616;0787649619;1107;Computers;BOOK;en;;;;;;;
Non-deterministic Modelling of Logical Queries in Deductive Databases;;Hussien Hassan Aly|Zehra Meral Ozsoyoğlu|Case Institute of Technology;;1987;;;26;Deductive databases;BOOK;en;;;;;;;
Data Driven;Database Design and Maintenance : Information to Make Your GIS Better, Cheaper and Faster;Sara W. Yurman;;2000;9780916848262;0916848264;0;Geographic information systems;BOOK;en;;;;;;;
Confesiones de un opiómano inglés;;Thomas De Quincey;Libros del Zorzal;2008-06-30;9789875990029;9875990027;176;Fiction;BOOK;es;http://books.google.com/books/content?id=-LHHsGxtqgAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;222.94;ARS;156.06;ARS
Norte y Sur;;Elizabeth Gaskell;ALBA Editorial;2013-12-15;9788484289548;8484289540;0;Fiction;BOOK;es;http://books.google.com/books/content?id=bnIkAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;114.99;ARS;78.19;ARS
Atlas de anatomia humana 3 Ed;;Frank H. Netter;;2006;9788445812976;8445812971;542;Human anatomy;BOOK;en;;;;;;;
Banquete de los eruditos;Libros VI-VII;Lucía Rodríguez-Noriega Guillén;Gredos;2006;9788424928452;8424928458;354;Juvenile Nonfiction;BOOK;es;http://books.google.com/books/content?id=I0ZiAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Volpone;;Ben Jonson;Catedra Ediciones;2002;9788437619552;8437619556;560;Drama;BOOK;es;http://books.google.com/books/content?id=gZ_NwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;4;2;;;;
